time,"(29.44602, 81.65857)","(28.50414, 83.45484)","(27.77757, 84.97644)"
2018-02-25 12:00:00,0.0,0.0,4.3517714
2018-02-26 12:00:00,0.0,0.0,0.0
2018-02-27 12:00:00,0.0,0.0,0.0
2018-02-28 12:00:00,0.0,0.0,0.0
2018-03-01 12:00:00,0.0,0.0,0.0
2018-03-02 12:00:00,0.0,0.0,0.0
2018-03-03 12:00:00,0.0,0.0,0.0
2018-03-04 12:00:00,3.1174386,0.0,0.0
2018-03-05 12:00:00,6.234877,0.0,0.0
2018-03-06 12:00:00,0.0,0.0,0.0
2018-03-07 12:00:00,0.0,0.0,0.0
2018-03-08 12:00:00,0.0,0.0,0.0
2018-03-09 12:00:00,0.0,0.0,0.0
2018-03-10 12:00:00,0.0,0.0,0.0
2018-03-11 12:00:00,0.0,0.0,0.0
2018-03-12 12:00:00,0.0,9.19835,7.9505653
2018-03-13 12:00:00,0.0,0.0,0.0
2018-03-14 12:00:00,0.0,0.0,0.0
2018-03-15 12:00:00,2.8795767,0.0,0.0
2018-03-16 12:00:00,0.0,0.0,0.0
2018-03-17 12:00:00,0.0,0.0,0.0
2018-03-18 12:00:00,0.0,0.0,0.0
2018-03-19 12:00:00,0.0,0.0,0.0
2018-03-20 12:00:00,0.0,0.0,0.0
2018-03-21 12:00:00,9.25787,0.0,0.0
2018-03-22 12:00:00,0.0,0.0,0.0
2018-03-23 12:00:00,0.0,0.0,0.0
2018-03-24 12:00:00,0.0,0.0,0.0
2018-03-25 12:00:00,0.0,0.0,0.0
2018-03-26 12:00:00,0.0,0.0,0.0
2018-03-27 12:00:00,0.0,0.0,0.0
2018-03-28 12:00:00,4.461532,0.0,8.621943
2018-03-29 12:00:00,13.384597,0.0,0.0
2018-03-30 12:00:00,8.923064,17.0728,12.932915
2018-03-31 12:00:00,0.0,17.0728,0.0
2018-04-01 12:00:00,0.0,0.0,0.0
2018-04-02 12:00:00,0.0,0.0,0.0
2018-04-03 12:00:00,2.5584114,0.0,0.0
2018-04-04 12:00:00,0.0,0.0,0.0
2018-04-05 12:00:00,5.1168227,9.353632,0.0
2018-04-06 12:00:00,13.877487,19.24782,4.47911
2018-04-07 12:00:00,5.5509944,28.871729,4.47911
2018-04-08 12:00:00,0.0,0.0,4.47911
2018-04-09 12:00:00,0.0,0.0,0.0
2018-04-10 12:00:00,5.5509944,0.0,4.47911
2018-04-11 12:00:00,2.5271273,3.7894082,2.372169
2018-04-12 12:00:00,2.5271273,3.7894082,0.0
2018-04-13 12:00:00,0.0,0.0,2.372169
2018-04-14 12:00:00,0.0,0.0,0.0
2018-04-15 12:00:00,0.0,0.0,0.0
2018-04-16 12:00:00,0.0,0.0,0.0
2018-04-17 12:00:00,0.0,0.0,0.0
2018-04-18 12:00:00,0.0,0.0,0.0
2018-04-19 12:00:00,0.0,0.0,0.0
2018-04-20 12:00:00,0.0,0.0,0.0
2018-04-21 12:00:00,0.0,0.0,0.0
2018-04-22 12:00:00,0.0,0.0,0.0
2018-04-23 12:00:00,0.0,0.0,0.0
2018-04-24 12:00:00,0.0,0.0,0.0
2018-04-25 12:00:00,0.0,0.0,0.0
2018-04-26 12:00:00,0.0,0.0,10.434105
2018-04-27 12:00:00,1.8385719,0.0,0.0
2018-04-28 12:00:00,1.8385719,0.0,20.86821
2018-04-29 12:00:00,3.6771438,21.120592,20.86821
2018-04-30 12:00:00,1.8385719,14.080394,10.434105
2018-05-01 12:00:00,0.0,6.4976788,0.0
2018-05-02 12:00:00,18.869612,19.493036,26.434235
2018-05-03 12:00:00,3.7739222,19.493036,0.0
2018-05-04 12:00:00,0.0,0.0,0.0
2018-05-05 12:00:00,7.5478444,0.0,0.0
2018-05-06 12:00:00,0.0,0.0,7.7257814
2018-05-07 12:00:00,0.0,0.0,7.7257814
2018-05-08 12:00:00,5.016262,0.0,0.0
2018-05-09 12:00:00,5.016262,7.3724747,0.0
2018-05-10 12:00:00,0.0,0.0,0.0
2018-05-11 12:00:00,0.0,0.0,0.0
2018-05-12 12:00:00,7.5447865,15.029548,0.0
2018-05-13 12:00:00,11.317179,15.029548,27.673223
2018-05-14 12:00:00,0.0,0.0,0.0
2018-05-15 12:00:00,0.0,0.0,0.0
2018-05-16 12:00:00,0.0,0.0,0.0
2018-05-17 12:00:00,0.0,0.0,0.0
2018-05-18 12:00:00,0.0,0.0,0.0
2018-05-19 12:00:00,0.0,0.0,0.0
2018-05-20 12:00:00,0.0,0.0,0.0
2018-05-21 12:00:00,0.0,0.0,0.0
2018-05-22 12:00:00,0.0,0.0,0.0
2018-05-23 12:00:00,0.0,10.612525,16.28256
2018-05-24 12:00:00,0.0,0.0,10.855041
2018-05-25 12:00:00,0.0,0.0,10.855041
2018-05-26 12:00:00,0.0,0.0,25.288673
2018-05-27 12:00:00,0.0,0.0,25.288673
2018-05-28 12:00:00,0.0,0.0,0.0
2018-05-29 12:00:00,0.0,0.0,0.0
2018-05-30 12:00:00,0.0,0.0,0.0
2018-05-31 12:00:00,0.0,0.0,0.0
2018-06-01 12:00:00,0.0,0.0,0.0
2018-06-02 12:00:00,0.0,0.0,0.0
2018-06-03 12:00:00,0.0,0.0,0.0
2018-06-04 12:00:00,0.0,0.0,14.355049
2018-06-05 12:00:00,0.0,0.0,14.355049
2018-06-06 12:00:00,0.0,0.0,0.0
2018-06-07 12:00:00,20.113165,18.533333,28.634424
2018-06-08 12:00:00,40.22633,55.600002,42.951637
2018-06-09 12:00:00,0.0,0.0,0.0
2018-06-10 12:00:00,0.0,0.0,0.0
2018-06-11 12:00:00,0.0,0.0,34.21299
2018-06-12 12:00:00,0.0,0.0,0.0
2018-06-13 12:00:00,0.0,0.0,0.0
2018-06-14 12:00:00,0.0,0.0,0.0
2018-06-15 12:00:00,0.0,0.0,0.0
2018-06-16 12:00:00,0.0,0.0,0.0
2018-06-17 12:00:00,0.0,0.0,8.283352
2018-06-18 12:00:00,0.0,0.0,0.0
2018-06-19 12:00:00,0.0,0.0,0.0
2018-06-20 12:00:00,0.0,0.0,16.566704
2018-06-21 12:00:00,0.0,0.0,6.3928566
2018-06-22 12:00:00,0.0,7.734158,6.3928566
2018-06-23 12:00:00,0.0,15.468316,12.785713
2018-06-24 12:00:00,0.0,7.734158,6.3928566
2018-06-25 12:00:00,0.0,15.468316,6.3928566
2018-06-26 12:00:00,16.809402,14.903203,12.24597
2018-06-27 12:00:00,8.404701,14.903203,0.0
2018-06-28 12:00:00,0.0,0.0,0.0
2018-06-29 12:00:00,8.404701,14.903203,12.24597
2018-06-30 12:00:00,16.809402,14.903203,6.122985
2018-07-01 12:00:00,0.0,13.501658,0.0
2018-07-02 12:00:00,52.548733,40.504974,34.182682
2018-07-03 12:00:00,0.0,0.0,0.0
2018-07-04 12:00:00,0.0,0.0,68.365364
2018-07-05 12:00:00,0.0,0.0,0.0
2018-07-06 12:00:00,0.0,0.0,17.713873
2018-07-07 12:00:00,16.870655,8.446907,8.856936
2018-07-08 12:00:00,0.0,16.893814,17.713873
2018-07-09 12:00:00,16.870655,8.446907,26.57081
2018-07-10 12:00:00,0.0,0.0,0.0
2018-07-11 12:00:00,0.0,18.121506,19.001808
2018-07-12 12:00:00,0.0,0.0,9.500904
2018-07-13 12:00:00,0.0,0.0,28.502714
2018-07-14 12:00:00,0.0,9.060753,19.001808
2018-07-15 12:00:00,0.0,9.060753,19.001808
2018-07-16 12:00:00,0.0,26.742977,11.388401
2018-07-17 12:00:00,0.0,13.371489,22.776802
2018-07-18 12:00:00,0.0,0.0,45.553604
2018-07-19 12:00:00,0.0,0.0,34.165203
2018-07-20 12:00:00,37.981457,0.0,11.388401
2018-07-21 12:00:00,0.0,7.9662104,13.372131
2018-07-22 12:00:00,0.0,15.932421,26.744263
2018-07-23 12:00:00,0.0,7.9662104,26.744263
2018-07-24 12:00:00,0.0,0.0,13.372131
2018-07-25 12:00:00,0.0,0.0,26.744263
2018-07-26 12:00:00,0.0,0.0,28.499928
2018-07-27 12:00:00,0.0,0.0,0.0
2018-07-28 12:00:00,0.0,0.0,28.499928
2018-07-29 12:00:00,0.0,64.1477,56.999855
2018-07-30 12:00:00,0.0,0.0,0.0
2018-07-31 12:00:00,0.0,0.0,0.0
2018-08-01 12:00:00,0.0,0.0,9.631589
2018-08-02 12:00:00,0.0,0.0,19.263178
2018-08-03 12:00:00,12.209331,0.0,19.263178
2018-08-04 12:00:00,18.313997,42.594215,28.894766
2018-08-05 12:00:00,12.209331,14.198072,28.894766
2018-08-06 12:00:00,9.77557,0.0,0.0
2018-08-07 12:00:00,19.55114,0.0,0.0
2018-08-08 12:00:00,0.0,0.0,40.555668
2018-08-09 12:00:00,9.77557,0.0,13.518556
2018-08-10 12:00:00,29.32671,34.59857,13.518556
2018-08-11 12:00:00,31.937586,0.0,0.0
2018-08-12 12:00:00,21.291725,27.628298,0.0
2018-08-13 12:00:00,0.0,0.0,22.619781
2018-08-14 12:00:00,0.0,0.0,45.239563
2018-08-15 12:00:00,0.0,13.814149,0.0
2018-08-16 12:00:00,6.9188466,2.1349254,16.695658
2018-08-17 12:00:00,6.4811673,3.0928006,12.9465275
2018-08-18 12:00:00,4.3094764,7.2256446,7.7458377
2018-08-19 12:00:00,3.2836497,3.1356537,17.355883
2018-08-20 12:00:00,3.060053,4.835308,37.186993
2018-08-21 12:00:00,10.956468,34.70181,19.072601
2018-08-22 12:00:00,32.869404,0.0,19.072601
2018-08-23 12:00:00,0.0,0.0,28.6089
2018-08-24 12:00:00,0.0,0.0,0.0
2018-08-25 12:00:00,0.0,0.0,0.0
2018-08-26 12:00:00,0.0,0.0,19.620441
2018-08-27 12:00:00,0.0,0.0,39.240883
2018-08-28 12:00:00,0.0,0.0,19.620441
2018-08-29 12:00:00,0.0,27.111954,19.620441
2018-08-30 12:00:00,0.0,13.555977,9.810221
2018-08-31 12:00:00,0.0,0.0,0.0
2018-09-01 12:00:00,0.0,0.0,0.0
2018-09-02 12:00:00,21.766407,31.44035,0.0
2018-09-03 12:00:00,0.0,0.0,0.0
2018-09-04 12:00:00,0.0,0.0,29.374273
2018-09-05 12:00:00,21.766407,0.0,0.0
2018-09-06 12:00:00,0.0,31.335827,36.52399
2018-09-07 12:00:00,0.0,0.0,0.0
2018-09-08 12:00:00,0.0,0.0,0.0
2018-09-09 12:00:00,0.0,0.0,0.0
2018-09-10 12:00:00,0.0,31.335827,18.261995
2018-09-11 12:00:00,0.0,0.0,0.0
2018-09-12 12:00:00,0.0,0.0,0.0
2018-09-13 12:00:00,0.0,0.0,0.0
2018-09-14 12:00:00,0.0,0.0,0.0
2018-09-15 12:00:00,0.0,0.0,46.452053
2018-09-16 12:00:00,0.0,0.0,0.0
2018-09-17 12:00:00,0.0,0.0,0.0
2018-09-18 12:00:00,0.0,0.0,0.0
2018-09-19 12:00:00,0.0,0.0,0.0
2018-09-20 12:00:00,0.0,21.23288,30.336563
2018-09-21 12:00:00,0.0,0.0,0.0
2018-09-22 12:00:00,0.0,0.0,0.0
2018-09-23 12:00:00,0.0,0.0,0.0
2018-09-24 12:00:00,56.774303,0.0,0.0
2018-09-25 12:00:00,0.0,0.0,0.0
2018-09-26 12:00:00,0.0,0.0,0.0
2018-09-27 12:00:00,0.0,0.0,0.0
2018-09-28 12:00:00,0.0,0.0,0.0
2018-09-29 12:00:00,0.0,0.0,0.0
2018-09-30 12:00:00,0.0,0.0,0.0
2018-10-01 12:00:00,0.0,0.0,0.0
2018-10-02 12:00:00,0.0,0.0,0.0
2018-10-03 12:00:00,0.0,0.0,0.0
2018-10-04 12:00:00,0.0,0.0,0.0
2018-10-05 12:00:00,0.0,0.0,0.0
2018-10-06 12:00:00,0.0,0.0,0.0
2018-10-07 12:00:00,0.0,0.0,0.0
2018-10-08 12:00:00,0.0,0.0,0.0
2018-10-09 12:00:00,0.0,0.0,3.7047496
2018-10-10 12:00:00,0.0,0.0,0.0
2018-10-11 12:00:00,5.021547,0.0,0.0
2018-10-12 12:00:00,0.0,0.0,0.0
2018-10-13 12:00:00,0.0,5.8904514,5.151776
2018-10-14 12:00:00,0.0,0.0,0.0
2018-10-15 12:00:00,0.0,0.0,0.0
2018-10-16 12:00:00,0.0,0.0,0.0
2018-10-17 12:00:00,0.0,6.563301,5.840425
2018-10-18 12:00:00,0.0,0.0,0.0
2018-10-19 12:00:00,0.0,0.0,0.0
2018-10-20 12:00:00,0.0,0.0,0.0
2018-10-21 12:00:00,4.8488426,0.0,8.308389
2018-10-22 12:00:00,0.0,0.0,0.0
2018-10-23 12:00:00,0.0,0.0,0.0
2018-10-24 12:00:00,0.0,0.0,0.0
2018-10-25 12:00:00,0.0,10.606357,0.0
2018-10-26 12:00:00,0.0,0.0,0.0
2018-10-27 12:00:00,5.0281157,8.810162,0.0
2018-10-28 12:00:00,0.0,5.7890964,0.0
2018-10-29 12:00:00,0.0,0.0,0.0
2018-10-30 12:00:00,0.0,0.0,10.715006
2018-10-31 12:00:00,0.0,0.0,0.0
2018-11-01 12:00:00,0.0,0.0,0.0
2018-11-02 12:00:00,0.0,0.0,0.0
2018-11-03 12:00:00,0.0,0.0,0.0
2018-11-04 12:00:00,0.0,3.0271552,2.7468925
2018-11-05 12:00:00,0.0,0.0,0.0
2018-11-06 12:00:00,0.0,0.0,0.0
2018-11-07 12:00:00,0.0,0.0,0.0
2018-11-08 12:00:00,0.0,0.0,0.0
2018-11-09 12:00:00,0.0,0.0,0.0
2018-11-10 12:00:00,0.0,2.3423655,0.0
2018-11-11 12:00:00,0.0,0.0,0.0
2018-11-12 12:00:00,0.0,0.0,0.0
2018-11-13 12:00:00,0.0,0.0,0.0
2018-11-14 12:00:00,0.0,0.0,0.0
2018-11-15 12:00:00,0.0,0.0,0.0
2018-11-16 12:00:00,0.0,0.0,0.0
2018-11-17 12:00:00,0.0,0.0,0.0
2018-11-18 12:00:00,0.0,0.0,0.0
2018-11-19 12:00:00,0.0,0.0,0.0
2018-11-20 12:00:00,0.0,0.0,0.0
2018-11-21 12:00:00,0.0,0.0,0.0
2018-11-22 12:00:00,0.0,0.0,0.0
2018-11-23 12:00:00,0.0,0.0,0.0
2018-11-24 12:00:00,0.0,0.0,0.0
2018-11-25 12:00:00,0.0,0.0,0.0
2018-11-26 12:00:00,0.0,0.0,0.0
2018-11-27 12:00:00,0.0,0.0,2.2859645
2018-11-28 12:00:00,10.481257,0.0,0.0
2018-11-29 12:00:00,0.0,0.0,0.0
2018-11-30 12:00:00,0.0,0.0,0.0
2018-12-01 12:00:00,0.0,0.0,0.0
2018-12-02 12:00:00,0.0,0.0,0.0
2018-12-03 12:00:00,0.0,0.0,0.0
2018-12-04 12:00:00,0.0,0.0,0.0
2018-12-05 12:00:00,0.0,3.8301697,0.0
2018-12-06 12:00:00,0.0,0.0,0.0
2018-12-07 12:00:00,0.0,0.0,3.389886
2018-12-08 12:00:00,0.0,0.0,0.0
2018-12-09 12:00:00,0.0,0.0,0.0
2018-12-10 12:00:00,5.4336004,0.0,0.0
2018-12-11 12:00:00,0.0,0.0,0.0
2018-12-12 12:00:00,0.0,0.0,0.0
2018-12-13 12:00:00,0.0,0.0,0.0
2018-12-14 12:00:00,0.0,0.0,0.0
2018-12-15 12:00:00,0.0,0.0,0.0
2018-12-16 12:00:00,0.0,0.0,0.0
2018-12-17 12:00:00,0.0,0.0,0.0
2018-12-18 12:00:00,0.0,0.0,0.0
2018-12-19 12:00:00,0.0,0.0,0.0
2018-12-20 12:00:00,0.0,0.0,0.0
2018-12-21 12:00:00,0.0,0.0,0.0
2018-12-22 12:00:00,0.0,0.0,0.0
2018-12-23 12:00:00,0.0,0.0,0.0
2018-12-24 12:00:00,0.0,0.0,0.0
2018-12-25 12:00:00,0.0,0.0,0.0
2018-12-26 12:00:00,0.0,0.0,0.0
2018-12-27 12:00:00,4.504807,3.8425891,4.265168
2018-12-28 12:00:00,0.0,0.0,0.0
2018-12-29 12:00:00,0.0,0.0,0.0
2018-12-30 12:00:00,0.0,0.0,0.0
2018-12-31 12:00:00,0.0,0.0,0.0
